"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ABR^C","Arbor Realty Trust","25.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c",
"ABRN","Arbor Realty Trust","25.5424","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn",
"ARC","ARC Document Solutions, Inc.","2.65","$123.11M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
"MT","ArcelorMittal","32.72","$33.36B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"ARH^C.CL","Arch Capital Group Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arh^c.cl",
"ARCH","Arch Coal, Inc.","91.13","$2B","2016","Energy","Coal Mining","http://www.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","40.19","$22.48B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","10.4","$738.56M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aroc",
"ARNC","Arconic Inc.","26.83","$12.91B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","10.2","$2.15B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arco",
"ARD","Ardagh Group S.A.","20.56","$4.86B","2017","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","8","$268.6M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.8938","$207.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","13.35","$381.68M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","16.27","$373.61M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","19.05","$4.05B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management L.P.","26.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","45.55","$708.24M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"ANET","Arista Networks, Inc.","236.55","$17.29B","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","12.48","$351.2M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","24.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ai^b",
"AIC","Arlington Asset Investment Corp","24.2698","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.5252","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","15.49","$696.07M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","25.42","$1.06B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","17.08","$439.39M","2016","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","60.2","$3.18B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","80.4","$7.07B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","62.6","$11.32B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","39.7","$3B","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","11.24","$216.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","64.45","$1.34B","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"AHP","Ashford Hospitality Prime, Inc.","10.11","$324.74M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp",
"AHP^B","Ashford Hospitality Prime, Inc.","20.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahp^b",
"AHT","Ashford Hospitality Trust Inc","6.76","$662.67M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
"AHT^D","Ashford Hospitality Trust Inc","25.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","25.1812","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^g",
"AHT^H","Ashford Hospitality Trust Inc","25.2057","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^h",
"AHT^I","Ashford Hospitality Trust Inc","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^i",
"ASH","Ashland Global Holdings Inc.","71.47","$4.45B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","13.95","$144.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apb",
"GRR","Asia Tigers Fund, Inc. (The)","12.45","$43.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr",
"ASPN","Aspen Aerogels, Inc.","4.89","$115.59M","2014","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","40.5","$2.41B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"AHL^C","Aspen Insurance Holdings Limited","27.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^d",
"ASB","Associated Banc-Corp","26","$3.93B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","26.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^d",
"AC","Associated Capital Group, Inc.","33.9","$803.48M","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","101.03","$5.44B","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","34.51","$4.05B","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","25.9604","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","26.1801","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","25.2501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f",
"AZN","Astrazeneca PLC","33.61","$85.1B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","30.29","$1.83B","2016","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","38.94","$239.05B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","26.29","n/a","2017","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tbb",
"ATTO","Atento S.A.","9.9","$731.7M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","51.82","$10.36B","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","21.07","$1.34B","2016","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.35","$270.75M","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","85.09","$9.44B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"AUO","AU Optronics Corp","4.2","$4.04B","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","64.97","$7.68B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","127.72","$11.11B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","51.54","$4.7B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","710.09","$19.42B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo",
"AVB","AvalonBay Communities, Inc.","178.12","$24.6B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","50.98","$15.75B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr",
"AVY","Avery Dennison Corporation","114.17","$10.05B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","8.05","$1B","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","51.51","$3.32B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AVT","Avnet, Inc.","39.6","$4.79B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","2.29","$1.01B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","17.58","$2.96B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx",
"AXTA","Axalta Coating Systems Ltd.","31.99","$7.79B","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","50.06","$4.16B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"AXS^D","Axis Capital Holdings Limited","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^d",
"AXS^E","Axis Capital Holdings Limited","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^e",
"AZUL","Azul S.A.","23.9","$2.68B","2017","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","13.25","$344.3M","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","51.4","$1.33B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","36.8","$2.45B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BW","Babcock","5.74","$252.84M","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","19.33","$387.72M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","47.6","$1.39B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi",
"BHGE","Baker Hughes, a GE company","32.23","$36.91B","2017","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhge",
"BBN","BalckRock Taxable Municipal Bond Trust","22.86","$1.31B","2010","n/a","n/a","http://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","37.97","$13.29B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","21.25","$1.07B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANC^C","Banc of California, Inc.","25.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^c",
"BANC^D","Banc of California, Inc.","26.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","26.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","8.6","$57.34B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","10.17","$61.89B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","9.24","$56.23B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","93.64","$15.52B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","27.65","$1.09B","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","9.46","$70.85B","2009","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","31.08","$14.64B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","6.61","$106.66B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/san",
"SAN^A","Banco Santander, S.A.","26.343","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^a",
"SAN^B","Banco Santander, S.A.","24.242","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^b",
"SAN^C","Banco Santander, S.A.","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^c",
"SAN^I","Banco Santander, S.A.","25.5901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^i",
"CIB","BanColombia S.A.","39.63","$9.53B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","32.75","$2.96B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","29.88","$311.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac",
"BAC.WS.A","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.a",
"BAC.WS.B","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.b",
"BAC^A","Bank of America Corporation","27.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^a",
"BAC^C","Bank of America Corporation","27.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^c",
"BAC^D","Bank of America Corporation","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^d",
"BAC^E","Bank of America Corporation","23.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^e",
"BAC^I","Bank of America Corporation","26.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^i",
"BAC^L","Bank of America Corporation","1324","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^l",
"BAC^W","Bank of America Corporation","26.72","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","27.0407","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^y",
"BML^G","Bank of America Corporation","21.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","21.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^h",
"BML^I","Bank of America Corporation","25.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^i",
"BML^J","Bank of America Corporation","23.4675","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","22.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","87.54","$3.72B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","79.22","$51.32B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","37.7","$2.06B","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","54","$55.3B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","64.7","$77.59B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns",
"BKU","BankUnited, Inc.","40.89","$4.37B","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","10.85","$46.23B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs",
"BCS^D","Barclays PLC","26.6795","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcs^d",
"MCI","Barings Corporate Investors","15.62","$310.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci",
"MPV","Barings Participation Investors","14.39","$150.24M","1988","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/mpv",
"BNED","Barnes & Noble Education, Inc","8.43","$395.49M","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bned",
"BKS","Barnes & Noble, Inc.","6.8","$494.95M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bks",
"B","Barnes Group, Inc.","63.14","$3.38B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/b",
"CUDA","Barracuda Networks, Inc.","27.47","$1.47B","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/cuda",
"ABX","Barrick Gold Corporation","14.47","$16.88B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx",
"BAS","Basic Energy Services, Inc.","23.71","$617.13M","2005","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/bas",
